C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/median,C0/p10,C0/p90
2020-06-22T00:00:00.000Z,-0.000012908526514365803,0.00002918925201811362,0.000005233297567998198,0.000006595678995447084,0.000005072967724117916,-0.0000029313705454114825,0.000013276301615405828
2020-06-23T00:00:00.000Z,-0.000006934722932783188,0.000025649878807598725,0.000007713691022560401,0.000005225732247486652,0.000007757515049888752,0.0000016069217281255987,0.00001433556553820381
2020-06-24T00:00:00.000Z,-0.000018266438928549178,0.00002735415728238877,0.000005405065606467627,0.000007271640571433053,0.000005247468834568281,-0.000003911197836714564,0.000015101851204235572
2020-06-25T00:00:00.000Z,-0.000008059690117079299,0.000041184390283888206,0.00001559669961643099,0.000009312362803176533,0.000013899338227929547,0.000006028657935530646,0.00003231732262065634
2020-06-26T00:00:00.000Z,-0.000017347210814477876,0.00005191309537622146,0.00000985788385335796,0.00000712054497461373,0.000009531786417937838,0.0000015414814242831198,0.000018560591342975385
2020-06-27T00:00:00.000Z,0.000004195759629510576,0.00003245070547563955,0.000017747467339084828,0.000006553784891562664,0.0000173140324477572,0.000009097404472413473,0.000027731586669688113
2020-06-28T00:00:00.000Z,-0.00000876382637216011,0.000023855909603298642,0.000009087497983085865,0.000005683998905318461,0.000009101365321839694,0.000001460124849472777,0.000016609652448096313
2020-06-29T00:00:00.000Z,-0.000008203652214433532,0.000020478193619055673,0.000009291311820496568,0.000006265513792104086,0.000008252853149315342,0.000002597836328277481,0.000019386248823138885
2020-06-30T00:00:00.000Z,-0.00003597863542381674,0.00004165147038293071,0.0000036444152708203776,0.000008675605367774495,0.0000035617501907836413,-0.000007003344308031956,0.000014719185855938122
2020-07-01T00:00:00.000Z,-0.00002647463588800747,0.000055168573453556746,0.0000052981186306015655,0.000007741626678947246,0.000005325085112417582,-0.000004211711711832322,0.000014999365703260992
2020-07-02T00:00:00.000Z,-0.000007734650353086181,0.00003138302417937666,0.000008773839202689877,0.000006233011393853372,0.000008664939741720445,8.827969395497348e-7,0.000016819672964629717
2020-07-03T00:00:00.000Z,-0.000006955178378120763,0.000029923650799901225,0.000007790038444839495,0.000006342455967626036,0.000007627258582942886,-5.374157581172767e-7,0.00001605482611921616
2020-07-04T00:00:00.000Z,-0.00002537235923227854,0.000020277620933484286,0.000003929462448430008,0.000005938397699341503,0.0000042388983274577186,-0.000003424026090215193,0.000011615074981818907
2020-07-05T00:00:00.000Z,-0.000025163897589663975,0.000025512941647320986,0.000005206648001581354,0.000007279471377251404,0.000005375839464250021,-0.000004179096777079394,0.000014166649634717032
2020-07-06T00:00:00.000Z,-0.00002508839315851219,0.0000416552102251444,0.000007569604089221876,0.00000746031781397472,0.000007569217359559843,-0.0000012284060630918248,0.000016736927136662416
2020-07-07T00:00:00.000Z,-0.000024442699213977903,0.000026760450055007823,0.000004252594915602911,0.000007471670532416845,0.0000041305665945401415,-0.000004771827207150636,0.000013638059499498922
2020-07-08T00:00:00.000Z,-0.000014247134458855726,0.000025711422495078295,0.000003870427225228575,0.000005906428882994549,0.000003924951215594774,-0.000003586697857826948,0.000011345693565090187
2020-07-09T00:00:00.000Z,-0.0000143847055369406,0.0000332779782183934,0.000005767906282598462,0.00000586089900520671,0.000005771651558461599,-0.000001391060209243733,0.000012840299859817605
2020-07-10T00:00:00.000Z,-0.000011364559213689063,0.000029410137358354405,0.00000802271146269408,0.000007014936187053655,0.000008131956747092772,-6.313391054391104e-7,0.000016881256669876166
2020-07-11T00:00:00.000Z,-0.00002946893982880283,0.000038629365008091554,0.00000640735547621162,0.00000833223934695715,0.000006139210654509952,-0.00000372982822227641,0.00001697990774118807
2020-07-12T00:00:00.000Z,-0.000021428011677926406,0.00003860492870444432,0.000004721453744727725,0.000007624012694275723,0.000004877307219430804,-0.000005263202183414251,0.000014790575733059086
2020-07-13T00:00:00.000Z,-0.000020298744857427664,0.000029765458748443052,0.0000040341434117017025,0.0000065624369955915124,0.000003977666892751586,-0.000004307176823203918,0.000011809655916295014
2020-07-14T00:00:00.000Z,-0.000022048181563150138,0.000027070973374065943,0.0000030686545536128107,0.00000760641995504131,0.0000030360395157913445,-0.000006409417892427882,0.000012734521078527905
2020-07-15T00:00:00.000Z,-0.00003316680158604868,0.00004895728125120513,0.000007800228294243493,0.000007673442935157672,0.000007827047738828696,-9.49307889186457e-7,0.00001700974280538503
2020-07-16T00:00:00.000Z,-0.00004234596781316213,0.00004137249197810888,0.000005903891149874577,0.000008026944796143975,0.000005676983164448757,-0.000003565558017726289,0.00001620195143914316
2020-07-17T00:00:00.000Z,-0.000039000955439405516,0.00003151011696900241,0.000005737311680002675,0.000007600952590541876,0.000006030339136486873,-0.000003836256382783176,0.000014888089026499074
2020-07-18T00:00:00.000Z,-0.000023370941562461667,0.00004105555490241386,0.000006176122113268948,0.000007248070831125589,0.000006551806563948048,-0.000002764218606898794,0.000015248101590259466
2020-07-20T00:00:00.000Z,-0.00003404652306926437,0.000014045595889911056,-0.000008429852534427636,0.000005289124759631378,-0.000008571196303819306,-0.000014695081517857034,-0.0000018683031157706864
2020-07-21T00:00:00.000Z,-0.000021323119653970934,0.000027452977519715205,0.0000037894672237759843,0.000007686171394784332,0.0000036377189189806813,-0.000005358940597943729,0.000015898833225946873
2020-07-22T00:00:00.000Z,-0.000027821277399198152,0.00004373643969302066,0.000005993105365436378,0.000007953424112615839,0.000005776898888143478,-0.000003388046934560407,0.000016102665540529415
2020-07-23T00:00:00.000Z,-0.000020158457118668593,0.00003112052218057215,0.000006302443478832694,0.000007841566755807561,0.0000064933401517919265,-0.0000037741149299108656,0.00001639988477109
2020-07-24T00:00:00.000Z,-0.000019139233700116165,0.000022907825041329488,0.000005518697176708499,0.000006324958066305188,0.000005189931016502669,-0.0000018945044075735495,0.000013423183190752752
2020-07-25T00:00:00.000Z,-0.000013124557881383225,0.00002822242458933033,0.000004889698201957046,0.00000545998716109162,0.00000460355295217596,-0.0000014454844858846627,0.000011539716979314107
2020-07-26T00:00:00.000Z,-0.00004086829358129762,0.00003594299414544366,0.000006025284792157261,0.000007649462388199006,0.000006171091172291199,-0.0000027319661057845224,0.00001480990704294527
2020-07-27T00:00:00.000Z,-0.0000257363553828327,0.00005318345574778505,0.000008185230156041334,0.00000805487526476019,0.000008714451723790262,-0.0000012848445294366684,0.00001755709854478482
2020-07-28T00:00:00.000Z,-0.000020642884919652715,0.000020888412109343335,-2.8186024653051447e-7,0.000007178867829903373,3.1882052553555695e-7,-0.000009657194823375903,0.000007987033313838765
2020-07-29T00:00:00.000Z,-0.000016934889572439715,0.000020809586203540675,0.000004426982154374547,0.000006195258159892597,0.000004254862687957939,-0.000004050022653245833,0.000012415443052304909
2020-07-30T00:00:00.000Z,-6.691087151011743e-7,0.00003022237251570914,0.00001317596461000029,0.000006613017346705779,0.000011662566066661384,0.0000071106519499153364,0.00002502505412849132
